도서명,저자명,출판사명,출간일,분야,정가,쪽수,월
82년생 김지영(오늘의 젊은 작가 13)(양장본 HardCover),조남주,민음사,20161014,소설,13000,192,1
린치핀,세스 고딘,라이스메이커,20191228,자기계발,18000,464,1
재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),사경인,베가북스,20200110,경제/경영,19800,360,1
빅히트,김한진,페이지2북스,20191118,경제/경영,17000,352,1
디디의 우산,황정은,창비,20190120,소설,14000,340,1
3분만 바라보면 눈이 좋아진다,히라마쓰 루이,쌤앤파커스,20190902,건강,12800,124,1
윔피 키드. 14: 수상한 리모델링 일기(양장본 HardCover),제프 키니,아이세움,20191217,어린이(초등),12000,224,1
이상한 과자 가게 전천당. 1(양장본 HardCover),히로시마 레이코,길벗스쿨,20190705,어린이(초등),12000,148,1
원피스. 94: 무사들의 꿈,Eiichiro Oda,대원씨아이,20191106,만화,5000,208,1
백만장자 시크릿,하브 에커,알에이치코리아,20080716,경제/경영,12000,262,1
여자로 살아가는 우리들에게(양장본 HardCover),요조,문학동네,20191030,시/에세이,15500,288,1
혼자 살아도 괜찮아,엘리야킴 키슬레브,비잉(Being),20200108,인문,18800,356,1
월급쟁이 재테크 상식사전(개정판),우용표,길벗,20190607,경제/경영,17500,584,1
존리의 부자되기 습관(20만부 기념 리커버 에디션),존 리,지식노마드,20200115,경제/경영,15000,216,1
여호와 삼마 에스겔 성전(구속사 시리즈 11(상))(양장본 HardCover),박윤식,휘선,20191217,종교,20000,464,1
열혈강호. 79,전극진,대원씨아이,20191224,만화,4500,192,1
나미야 잡화점의 기적(땡큐 에디션)(양장본 HardCover),히가시노 게이고,현대문학,20201219,소설,14800,456,1
알사탕(그림책이 참 좋아 39)(양장본 HardCover),백희나,책읽는곰,20170325,유아(0~7세),12000,48,1
남산의 부장들(개정증보판),김충식,폴리티쿠스,20121130,정치/사회,27000,880,1
타이탄의 도구들(리커버 에디션),팀 페리스,토네이도,20200309,자기계발,15000,367,1
어린이 퀴즈(읽으면서 바로 써먹는)(맛있는 공부 20),한날,파란정원,20190420,어린이(초등),12000,224,1
"아들아, 삶에 지치고 힘들 때 이 글을 읽어라",윤태진,다연,20190422,자기계발,15000,300,1
임신 출산 육아 대백과(2019~2020)(개정판),삼성출판사 편집부,삼성출판사,20190701,가정/육아,18500,410,1
인간을 키우는 고양이,haha ha (원작),다독임북스,20200108,시/에세이,15000,192,1
정재승의 인간탐구보고서. 2: 인간의 기억력은 형편없다(어린이를 위한 뇌과학 프로젝트)(양장본 HardCover,정재승 (기획),아울북,20191230,어린이(초등),14000,164,1
변종의 늑대,김영록,쌤앤파커스,20191226,경제/경영,16000,312,1
네모아저씨의 페이퍼 블레이드. 2: 레볼루션(네모아저씨의 종이접기 놀이터 3),네모아저씨 이원표,슬로래빗,20190809,어린이(초등),11500,152,1
브레인 푸드,리사 모스코니,홍익출판사,20191219,건강,22000,456,1
역사의 쓸모,최태성,다산초당,20191122,인문,15000,296,1
예쁘게 말을 하니 좋은 사람들이 왔다,심희정,쏭북스,20191125,자기계발,16000,312,1
"대변동: 위기, 선택, 변화",재레드 다이아몬드,김영사,20190610,인문,24800,600,1
교통경찰의 밤,히가시노 게이고,하빌리스,20191129,소설,13800,292,1
밀레니얼 이코노미,홍춘욱,인플루엔셜,20191028,경제/경영,17000,320,1
디커플링(양장본 HardCover),탈레스 S. 테이셰이라,인플루엔셜,20190930,경제/경영,24800,496,1
인간의 흑역사,톰 필립스,윌북,20191010,역사/문화,14800,276,1
추리 천재 엉덩이 탐정과 카레사건(추리 천재 엉덩이 탐정 S 1),트롤,아이세움,20190501,어린이(초등),12000,60,1
인생의 마지막 순간에서,샐리 티스데일,비잉(Being),20190619,시/에세이,16500,340,1
해커스 토익 왕기초 RC Reading 리딩(2020),해커스 어학연구소,해커스어학연구소,20200528,외국어,13900,340,1
어린이 영단어(읽으면서 바로 써먹는)(맛있는 공부 22),한날,파란정원,20191227,어린이(초등),12000,224,1
고요할수록 밝아지는 것들,혜민 스님,수오서재,20181206,시/에세이,15000,272,1
해커스 OPIc 오픽 Advanced 공략(2주 만에 끝내는)(개정판 2판),해커스 오픽연구소,해커스,20191202,외국어,15900,321,1
한 권으로 끝내는 종이접기(개정증보판)(길벗스쿨 놀이책),주부의벗사,길벗스쿨,20191209,유아(0~7세),12800,252,1
내 몸과의 전쟁,피지컬갤러리,책들의정원,20191231,건강,18000,212,1
칼 비테 교육법,칼 비테,차이정원,20170728,가정/육아,17000,384,1
정리하는 뇌,대니얼 J. 레비틴,와이즈베리,20150622,인문,22000,636,1
긴 이별을 위한 짧은 편지(세계문학전집 68),페터 한트케,문학동네,20110225,소설,10000,219,1
자존감 수업,윤홍균,심플라이프,20160901,인문,14000,304,1
해커스 토익스피킹(토스) Start(2주 만에 끝내는)(개정판 4판),David Cho,해커스어학연구소,20200106,외국어,19800,552,1
세계의 리더들은 왜 철학을 공부하는가,리우스,힘찬북,20191128,자기계발,14800,316,1
지금 바로 돈 버는 기술,김정환,유노북스,20191114,경제/경영,16000,292,1
세계 귀신 탐험(양장본 HardCover),편집부,계림북스,20190830,어린이(초등),17500,44,1
내일은 실험왕. 48: 방사능 물질(본격 대결 과학실험 만화),스토리 a.,아이세움,20191205,어린이(초등),12800,176,1
연애 백문백답(전2권),유민지,우리사이플래닛,20190220,시/에세이,13000,176,1
베스트 셀프,마이크 베이어,안드로메디안,20190918,자기계발,18700,396,1
그로스 아이큐(Growth IQ),티파니 보바,안드로메디안,20190717,경제/경영,18700,424,1
인생이 언제는 답이 있었나요,표영호,힘찬북,20191217,자기계발,13800,232,1
대한민국 마지막 투자처 도시재생,양팔석,라온북,20200107,경제/경영,19800,384,1
짐 로저스 앞으로 5년 한반도 투자 시나리오(양장본 HardCover),짐 로저스,비즈니스북스,20191120,경제/경영,17000,288,1
여행영어 10분의 기적(해커스톡),해커스어학연구소,해커스어학연구소,20190102,외국어,9800,222,1
혼자 공부하는 파이썬,윤인성,한빛미디어,20190610,컴퓨터/IT,18000,460,1
나는 나무에게 인생을 배웠다,우종영,메이븐,20190927,인문,16000,300,1
부동산 상식사전,백영록,길벗,20190130,경제/경영,17500,580,1
Who? K-pop TWICE(트와이스),윤상석,다산어린이,20191119,어린이(초등),12800,176,1
두려움 없는 조직,에이미 에드먼슨,다산북스,20191001,경제/경영,18000,288,1
단테의 신곡(명화로 보는),단테 알리기에리,미래타임즈,20181220,역사/문화,19800,506,1
그리스 로마 신화. 14: 인간들의 무모한 소원(만화로 읽는 초등 인문학)(양장본 HardCover),박시연,아울북,20191218,어린이(초등),12000,196,1
누구도 멈출 수 없다,멜린다 게이츠,부키,20200102,정치/사회,18000,392,1
방구석 미술관,조원재,블랙피쉬,20200505,예술/대중문화,16800,344,1
해커스 토플 리딩(Hackers TOEFL Reading),David Cho,해커스어학연구소,20190801,외국어,23900,544,1
그 사랑 놓치지 마라,이해인,마음산책,20191125,시/에세이,13500,224,1
컬러의 힘,캐런 할러,윌북,20191220,예술/대중문화,14800,284,1
억만장자 시크릿,라파엘 배지아그,토네이도,20191202,경제/경영,17000,344,1
"빅데이터, 사람을 읽다",BC카드 빅데이터센터,미래의창,20191210,경제/경영,19000,312,1
탁월한 인생을 만드는 법,마이클 하얏트(Michael Hyatt),안드로메디안,20191211,자기계발,17800,296,1
폭군,스티븐 그린블랫,비잉(Being),20200122,정치/사회,16000,284,1
마법천자문. 46: 헷갈려라! 미혹할 미,김현수,아울북,20190925,어린이(초등),12000,1,1
강남에 집 사고 싶어요,오스틀로이드,진서원,20191216,경제/경영,17000,392,1
오늘은 이만 좀 쉴게요(The cat edition),손힘찬(오가타 마리토),부크럼,20180726,시/에세이,13000,248,1
한 줄 정리의 힘,아사다 스구루,센시오,20191216,자기계발,15000,216,1
돈의 감각,이명로(상승미소),비즈니스북스,20190826,경제/경영,16800,328,1
말 그릇(비울수록 사람을 더 채우는),김윤나,카시오페아,20170922,자기계발,15000,308,1
개인주의자 선언,문유석,문학동네,20150923,인문,13500,280,1
우리가 간신히 희망할 수 있는 것(양장본 HardCover),김영민,사회평론,20191125,인문,15000,276,1
왕초보 영어회화 10분의 기적: 기초패턴으로 말하기(해커스톡),해커스어학연구소,해커스어학연구소,20181005,외국어,11900,237,1
해커스 토익 중급 리딩(Hackers TOEIC Reading)(신토익 Edition)(개정판 3판),David Cho,해커스어학연구소,20200522,외국어,14900,504,1
하버드 부자 수업,무천강,리드리드출판,20200115,자기계발,16800,384,1
클루지(CREATIVE CLASSIC SERIES),개리 마커스,갤리온,20081124,인문,13800,310,1
귀멸의 칼날. 13,고토게 코요하루,학산문화사,20191203,만화,5000,192,1
징비록,류성룡,홍익출판사,20150217,역사/문화,13800,372,1
영어회화 핵심패턴 233 기초편,백선엽,길벗이지톡,20180720,외국어,15000,404,1
42가지 마음의 색깔(양장본 HardCover),크리스티나 누녜스 페레이라,레드스톤,20191223,유아(0~7세),14000,92,1
세계사 최대한 쉽게 설명해 드립니다(완역판)(누구나 교양 1),만프레트 마이,이화북스,20181224,역사/문화,13800,350,1
모든 순간이 너였다,하태완,위즈덤하우스,20180216,시/에세이,13800,272,1
해커스 뉴텝스(New TEPS) 기출 보카,David Cho,해커스어학연구소,20181017,외국어,14900,568,1
목소리를 드릴게요,정세랑,아작,20200106,소설,14800,272,1
시간은 흐르지 않는다(양장본 HardCover),카를로 로벨리,쌤앤파커스,20190610,과학,16000,240,1
잠이 오는 이야기,유희진,책소유,20191130,유아(0~7세),14000,40,1
의학의 역사(만화로 배우는)(한빛비즈 교양툰),장 노엘 파비아니,한빛비즈,20191025,역사/문화,19800,244,1
참 소중한 너라서(있는 그대로),김지훈,진심의꽃한송이,20181205,시/에세이,15800,419,1
골든아워. 1,이국종,흐름출판,20181002,시/에세이,15800,438,1
호감 가는 대화에는 8가지 절대법칙이 있다,스쿤,미디어숲,20200120,자기계발,14800,264,1
해커스 토익스피킹(토스) Level. 7·8(2주 만에 끝내는)(개정판 3판),해커스 어학연구소,해커스어학연구소,20190731,외국어,19800,472,1
분신(양장본 HardCover),히가시노 게이고,재인,20191205,소설,18800,576,1
세상에서 제일 재밌는 종이접기(세상에서 제일 시리즈),네모아저씨 이원표,슬로래빗,20180824,가정/육아,14000,252,1
놓지 마 과학!. 12: 정신이 코딩에 정신 놓다(2),신태훈,위즈덤하우스,20191108,어린이(초등),12000,192,1
나를 사랑하는 연습,정영욱,부크럼,20200102,자기계발,14000,266,1
한국을 빛낸 100명의 위인들(설민석 쌤과 함께 부르는)(사운드북),설민석,아이휴먼,20171201,유아(0~7세),16000,22,1
낡은 옷을 벗어라,법정,불교신문사,20191110,시/에세이,16500,312,1
하버드 상위 1퍼센트의 비밀,정주영,한국경제신문,20181017,자기계발,16000,324,2
지적 대화를 위한 넓고 얕은 지식: 제로 편,채사장,웨일북(whalebooks),20191224,인문,19800,556,2
양준일 Maybe,양준일,모비딕북스,20200214,시/에세이,18000,272,2
흔한남매. 3(양장본 HardCover),흔한남매 (원작),아이세움,20200109,어린이(초등),12000,168,2
내가 원하는 것을 나도 모를 때,전승환,다산초당,20200108,인문,16000,320,2
추리 천재 엉덩이 탐정. 9: 세 마리 행운 고양이 사건,트롤,아이세움,20200115,어린이(초등),12000,88,2
지쳤거나 좋아하는 게 없거나,글배우,강한별,20190904,시/에세이,13500,248,2
"1일 1페이지, 세상에서 가장 짧은 교양 수업 365",데이비드 S. 키더,위즈덤하우스,20191030,인문,16000,392,2
팩트풀니스(양장본 HardCover),한스 로슬링,김영사,20190310,인문,19800,474,2
해커스 토익 기출 보카 TOEIC VOCA(개정판 5판),David Cho,해커스어학연구소,20200305,외국어,12900,566,2
데미안(리커버 한정판)(초판본)(1919년 오리지널 초판본 패브릭 에디션)(양장본 HardCover),헤르만 헤세,더스토리,20171030,소설,12000,248,2
에이트(양장본 HardCover),이지성,차이정원,20191021,자기계발,17000,308,2
아내를 모자로 착각한 남자(개정판)(양장본 HardCover),올리버 색스,알마,20160817,과학,18500,396,2
존리의 부자되기 습관(20만부 기념 리커버 에디션),존 리,지식노마드,20200115,경제/경영,15000,216,2
작은 아씨들(영화 공식 원작 소설 오리지널 커버),루이자 메이 올컷,알에이치코리아,20200212,소설,16500,976,2
스스로 행복하라,법정,샘터(샘터사),20200106,시/에세이,12000,216,2
딸에게 보내는 심리학 편지(10만 부 기념 스페셜 에디션),한성희,메이븐,20200128,인문,16000,336,2
기생충 각본집 & 스토리보드북 세트(전2권),봉준호,플레인,20191021,예술/대중문화,37000,448,2
우리가 빛의 속도로 갈 수 없다면(양장본 HardCover),김초엽,허블,20190624,소설,14000,330,2
총 균 쇠,재레드 다이아몬드,문학사상,20051219,역사/문화,28000,751,2
트렌드 코리아 2020,김난도,미래의창,20191024,경제/경영,18000,448,2
지적 대화를 위한 넓고 얕은 지식. 1,채사장,웨일북(whalebooks),20200205,인문,16000,388,2
해빗(스페셜 에디션),웬디 우드,다산북스,20201210,자기계발,17000,408,2
재무제표 모르면 주식투자 절대로 하지마라(스타강사 사경인 회계사의)(개정판),사경인,베가북스,20200110,경제/경영,19800,360,2
1cm 다이빙,태수,피카(FIKA),20200121,시/에세이,13500,248,2
아홉 명의 완벽한 타인들,리안 모리아티,마시멜로,20191025,소설,15800,600,2
마법천자문. 47: 잠드는 시간! 밤 야,김현수,아울북,20200129,어린이(초등),12000,163,2
지금 이대로 좋다,법륜,정토출판,20191030,시/에세이,14800,272,2
코스모스(보급판),칼 세이건,사이언스북스,20100120,과학,18500,719,2
나는 무조건 합격하는 공부만 한다,이윤규,비즈니스북스,20191216,자기계발,15000,304,2
부의 확장,천영록,다산북스,20200108,경제/경영,16000,308,2
내일의 부. 1: 알파편,조던 김장섭,트러스트북스,20200116,경제/경영,16000,308,2
